멘티_ID,현재 기술 수준,학습 목표,관심 분야
5360,고급,패션 디자인 배우기,디지털 마케팅
5361,고급,공공 연설 능력 개발,식물학
5362,초급,동물 보호 관련 지식 배우기,교육
5363,중급,영어 작문 기술 향상,요리
5364,초급,프리랜서 비즈니스 관리,리더십
5365,중급,공간 예술 디자인 학습,건축
5366,고급,현대 철학 이해,문화
5367,초급,비즈니스 모델 개발,기술 혁신
5368,초급,현대 철학 이해,영화
5369,초급,문서 작성 기술 배우기,여행
5370,초급,문서 작성 기술 배우기,로봇공학
5371,고급,요리 기술 향상,영화
5372,중급,브랜딩 전략 개발,문화
5373,중급,법률 지식 향상,여행
5374,중급,인권 문제 이해,인터뷰
5375,초급,현대 철학 이해,그래픽 디자인
5376,초급,게임 디자인 이해,교수법
5377,초급,영어 작문 기술 향상,정원 가꾸기
5378,초급,연구 논문 작성 기술 연마,식물학
5379,고급,비즈니스 윤리 배우기,체육
5380,중급,스키 기술 향상,산업 디자인
5381,중급,데이터베이스 설계 배우기,기계 공학
5382,고급,개인 브랜딩 전략 학습,경제
5383,고급,브랜딩 전략 개발,인테리어 디자인
5384,중급,성공적인 팀워크 기술 연마,물리학 실험
5385,고급,국제 정치 분석 기술,명상
5386,중급,공연 기획 배우기,식물학
5387,초급,프로그래밍 능력 향상,웰빙
5388,초급,그래픽 디자인 능력 개발,자동차
5389,고급,심리학 학습,동물학
5390,고급,인테리어 소품 디자인 배우기,네트워킹
5391,초급,창의적 사고력 향상,문화
5392,고급,문서 작성 기술 배우기,물리학
5393,중급,카피라이팅 기술 배우기,교육
5394,고급,인권 문제 이해,로봇공학
5395,고급,문학 분석 능력 개발,지질학
5396,초급,제품 개발 프로세스 이해,글쓰기
5397,중급,비즈니스 윤리 배우기,스포츠
5398,고급,공연 기획 배우기,농업
5399,중급,인터뷰 기술 향상,공공 연설
5400,고급,아마추어 극단 운영 기술,건강 관리
5401,중급,유행 분석 배우기,게임
5402,초급,자동차 정비 배우기,소셜 미디어
5403,고급,연극 연출 능력 키우기,디지털 마케팅
5404,중급,게임 디자인 이해,경제
5405,고급,영화 비평 기술 향상,바다 생물학
5406,고급,명상 및 스트레스 관리 배우기,정치학
5407,고급,개인 브랜딩 전략 학습,웰빙
5408,중급,사진 촬영 기술 향상,여행
5409,고급,인권 문제 이해,체육
5410,고급,유튜브 영상 편집 배우기,자연 보전
5411,초급,유행 분석 배우기,물리학 실험
5412,고급,사진 촬영 기술 향상,문화
5413,초급,시간 관리 기술 향상,게임
5414,고급,웹툰 제작 기술 배우기,교육
5415,초급,통계학 공부,미술사
5416,초급,생물학 원리 이해,기후 변화
5417,초급,바이올린 연주 배우기,생물학
5418,중급,문학 분석 능력 개발,직업 훈련
5419,중급,스키 기술 향상,건강 관리
5420,중급,해외 여행 계획 기술 향상,자기계발
5421,중급,패션 산업 이해,창업
5422,초급,기업가 정신 배우기,문학
5423,중급,시간 관리 기술 향상,바이오테크놀로지
5424,고급,타임 매니지먼트 배우기,방송
5425,중급,심리학 학습,연극
5426,중급,카메라 촬영 기술 배우기,기후 변화
5427,고급,제품 개발 프로세스 이해,패션
5428,초급,네트워킹 기술 향상,정원 가꾸기
5429,중급,사회적 미디어 전략 개발,인터뷰
5430,초급,글로벌 비즈니스 이해,비즈니스 윤리
5431,초급,문서 작성 기술 배우기,통신
5432,초급,환경 보호 관련 지식 배우기,생물학
5433,고급,연구 논문 작성 기술 연마,바이오테크놀로지
5434,중급,유행 분석 배우기,네트워킹
5435,중급,국제 협상 기술 배우기,스포츠
5436,초급,건축 설계 학습,경영학
5437,초급,글로벌 비즈니스 이해,스트레스 관리
5438,중급,디지털 마케팅 기술 향상,브랜딩
5439,초급,브랜딩 전략 개발,음악
5440,고급,영화 비평 기술 향상,창업
5441,초급,카메라 촬영 기술 배우기,미디어
5442,초급,동물 보호 관련 지식 배우기,농업
5443,중급,인터뷰 기술 향상,화학 실험
5444,중급,독서 및 분석 능력 향상,동물학
5445,초급,패션 산업 이해,공공 연설
5446,고급,기초 의학 학습,로봇공학
5447,초급,영어 작문 기술 향상,요리
5448,중급,문학 분석 능력 개발,바이오테크놀로지
5449,초급,의사소통 기술 향상,바다 생물학
5450,고급,서핑 배우기,지구과학
5451,중급,유행 분석 배우기,건강 관리
5452,중급,리더십 기술 향상,요리
5453,중급,타임 매니지먼트 배우기,컴퓨터 그래픽
5454,고급,기타 연주 배우기,정치학
5455,초급,프리젠테이션 능력 개발,기계 공학
5456,중급,브랜딩 전략 개발,기후 변화
5457,고급,기업가 정신 배우기,패션
5458,초급,예술사 학습,게임
5459,고급,공연 기획 배우기,글쓰기
5460,초급,그래픽 디자인 능력 개발,식물학
5461,중급,외국어 배우기,프로젝트 관리
5462,고급,서핑 배우기,체육
5463,고급,재테크 학습,자연 보전
5464,초급,공공 연설 능력 개발,미술사
5465,중급,비즈니스 네트워킹 스킬 향상,지리학
5466,초급,감정 조절 기술 배우기,교수법
5467,고급,인테리어 소품 디자인 배우기,문학
5468,중급,생산성 높이는 방법 배우기,기계 공학
5469,고급,웹툰 제작 기술 배우기,투자
5470,중급,스토리텔링 능력 개발,역사
5471,초급,서핑 배우기,영화
5472,중급,데이터베이스 설계 배우기,투자
5473,초급,공간 예술 디자인 학습,가상 현실
5474,중급,문서 작성 기술 배우기,시간 관리
5475,초급,환경 보호 관련 지식 배우기,지구과학
5476,고급,블록체인 기술 학습,농업
5477,중급,유행 분석 배우기,패션
5478,중급,패션 산업 이해,해양학
5479,중급,심리학 학습,천문학
5480,고급,카메라 촬영 기술 배우기,문화
5481,중급,그래픽 디자인 능력 개발,바다 생물학
5482,중급,인공지능 알고리즘 이해하기,영화
5483,초급,개인 브랜딩 전략 학습,기계 공학
5484,중급,글로벌 비즈니스 이해,리더십
5485,중급,글로벌 비즈니스 이해,사회학
5486,초급,장기 목표 설정,교수법
5487,고급,동물 보호 관련 지식 배우기,교수법
5488,고급,프리젠테이션 능력 개발,정치학
5489,고급,개인 브랜딩 전략 학습,증강 현실
5490,중급,웹툰 제작 기술 배우기,출판
5491,중급,비즈니스 네트워킹 스킬 향상,코딩
5492,초급,인테리어 디자인 배우기,지리학
5493,중급,글로벌 비즈니스 이해,방송
5494,고급,프로그래밍 능력 향상,스트레스 관리
5495,중급,문학 분석 능력 개발,컴퓨터 과학
5496,중급,성공적인 팀워크 기술 연마,디지털 마케팅
5497,초급,협상 기술 배우기,투자
5498,초급,연구 논문 작성 기술 연마,비즈니스 윤리
5499,고급,타임 매니지먼트 배우기,기술 혁신
5500,중급,웹툰 제작 기술 배우기,화학 실험
5501,중급,자동차 정비 배우기,영화
5502,초급,국제 협상 기술 배우기,패션
5503,고급,비즈니스 모델 개발,웰빙
5504,고급,문학 분석 능력 개발,비즈니스 윤리
5505,초급,유튜브 영상 편집 배우기,정치학
5506,초급,재테크 학습,사진
5507,중급,창의적 사고력 향상,여행
5508,중급,타임 매니지먼트 배우기,브랜딩
5509,고급,고전 문학 학습,로봇공학
5510,초급,재무 보고서 분석,자연 보전
5511,초급,제품 개발 프로세스 이해,기상학
5512,고급,동물 보호 관련 지식 배우기,사회학
5513,중급,농업 기술 배우기,컴퓨터 그래픽
5514,중급,국제 정치 분석 기술,물리학 실험
5515,초급,네트워킹 기술 향상,화학 실험
5516,중급,바리스타 기술 연마,광고
5517,고급,사진 촬영 기술 향상,언어
5518,고급,인공지능 알고리즘 이해하기,교수법
5519,고급,대인 관계 기술 향상,인테리어 디자인
5520,고급,현대 철학 이해,명상
5521,고급,비즈니스 네트워킹 스킬 향상,감정 관리
5522,고급,영화 제작 이해,방송
5523,초급,인테리어 디자인 배우기,법학
5524,초급,바리스타 기술 연마,글쓰기
5525,중급,동물 보호 관련 지식 배우기,환경 보호
5526,중급,환경 보호 관련 지식 배우기,산업 디자인
5527,중급,패션 산업 이해,화학
5528,고급,제품 개발 프로세스 이해,비즈니스 윤리
5529,중급,인테리어 소품 디자인 배우기,명상
5530,중급,애니메이션 제작 배우기,기술 혁신
5531,고급,서핑 배우기,직업 훈련
5532,초급,기계 공학 원리 학습,미술사
5533,초급,인공지능 알고리즘 이해하기,산업 디자인
5534,초급,명상 및 스트레스 관리 배우기,식물학
5535,초급,외국어 배우기,미디어
5536,초급,기업가 정신 배우기,커리어 개발
5537,중급,해외 여행 계획 기술 향상,천문학
5538,중급,글로벌 비즈니스 이해,출판
5539,초급,비즈니스 네트워킹 스킬 향상,역사
5540,초급,커뮤니케이션 전략 배우기,인터넷
5541,초급,예술사 학습,팀 관리
5542,고급,예술사 학습,법학
5543,고급,네트워킹 기술 향상,물리학 실험
5544,중급,디지털 마케팅 기술 향상,교수법
5545,중급,예술사 학습,천문학
5546,중급,브랜딩 전략 개발,네트워킹
5547,중급,자바스크립트 배우기,철학
5548,중급,외국어 배우기,경영학
5549,초급,비평적 사고력 향상,조각
5550,중급,청중 분석 능력 개발,항공
5551,중급,디지털 마케팅 기술 향상,출판
5552,중급,창의적 사고력 향상,인공지능
5553,초급,문제 해결 능력 개발,기술 혁신
5554,초급,프리젠테이션 능력 개발,스포츠
5555,고급,도시 계획 이해,농업
5556,중급,창의적 사고력 향상,자동차
5557,고급,프로그래밍 능력 향상,자동차
5558,고급,성공적인 팀워크 기술 연마,해양학
5559,중급,건축 설계 학습,인터넷
5560,중급,자동차 정비 배우기,시간 관리
5561,중급,공간 예술 디자인 학습,여행
5562,고급,예술사 학습,건축
5563,고급,카피라이팅 기술 배우기,코딩
5564,중급,문서 작성 기술 배우기,천문학
5565,초급,기타 연주 배우기,마케팅
5566,중급,패션 디자인 배우기,브랜딩
5567,초급,서비스 디자인 학습,경제
5568,고급,재무 보고서 분석,브랜딩
5569,중급,고급 수학 학습,지리학
5570,고급,비즈니스 윤리 배우기,소셜 미디어
5571,고급,기업가 정신 배우기,감정 관리
5572,초급,데이터베이스 설계 배우기,인터뷰
5573,고급,공연 기획 배우기,투자
5574,중급,비즈니스 네트워킹 스킬 향상,게임
5575,중급,커뮤니케이션 전략 배우기,음악
5576,초급,농업 기술 배우기,건강 관리
5577,중급,감정 조절 기술 배우기,스트레스 관리
5578,고급,산업 디자인 기술 배우기,네트워킹
5579,초급,생산성 높이는 방법 배우기,도시 계획
5580,중급,영화 비평 기술 향상,교수법
5581,초급,산업 디자인 기술 배우기,물리학 실험
5582,중급,블록체인 기술 학습,경제
5583,초급,게임 디자인 이해,소셜 미디어
5584,고급,문서 작성 기술 배우기,컴퓨터 그래픽
5585,중급,가상 현실 개발 학습,3D 프린팅
5586,중급,환경 보호 관련 지식 배우기,경제학
5587,중급,통계학 공부,프로젝트 관리
5588,고급,공공 연설 능력 개발,기후 변화
5589,중급,패션 디자인 배우기,산업 디자인
5590,고급,대인 관계 기술 향상,로봇공학
5591,중급,데이터베이스 설계 배우기,영화 제작
5592,초급,감정 조절 기술 배우기,자연 보전
5593,고급,발표 스킬 향상,정치학
5594,초급,인테리어 디자인 배우기,컴퓨터 그래픽
5595,고급,데이터베이스 설계 배우기,체육
5596,초급,문학 분석 능력 개발,게임
5597,중급,현대 철학 이해,컴퓨터 그래픽
5598,고급,비평적 사고력 향상,인터넷
5599,초급,비즈니스 윤리 배우기,커리어 개발
5600,중급,시간 관리 기술 향상,환경 보호
5601,고급,생물학 원리 이해,그래픽 디자인
5602,초급,기타 연주 배우기,기후 변화
5603,초급,타임 매니지먼트 배우기,패션
5604,초급,요리 기술 향상,무용
5605,고급,예술사 학습,해양학
5606,초급,바이올린 연주 배우기,가상 현실
5607,고급,통계학 공부,재무 관리
5608,고급,현대 철학 이해,인권
5609,초급,고전 문학 학습,기후 변화
5610,중급,공간 예술 디자인 학습,문화
5611,중급,패션 디자인 배우기,영화
5612,초급,문서 작성 기술 배우기,명상
5613,초급,음악 이론 배우기,직업 훈련
5614,중급,발표 스킬 향상,스트레스 관리
5615,초급,외국어 배우기,통신
5616,중급,제품 개발 프로세스 이해,환경 보호
5617,초급,스토리텔링 능력 개발,산업 디자인
5618,초급,리더십 기술 향상,그래픽 디자인
5619,고급,법률 지식 향상,기후 변화
5620,고급,산업 디자인 기술 배우기,미술사
5621,초급,인터뷰 기술 향상,우주과학
5622,고급,해외 여행 계획 기술 향상,해양학
5623,초급,네트워킹 기술 향상,공학
5624,고급,인테리어 디자인 배우기,동물학
5625,초급,타임 매니지먼트 배우기,철학
5626,중급,네트워킹 기술 향상,미디어
5627,고급,독서 및 분석 능력 향상,지질학
5628,고급,소셜 미디어 마케팅 배우기,네트워킹
5629,초급,발표 스킬 향상,농업
5630,고급,조경 디자인 학습,연극
5631,고급,독서 및 분석 능력 향상,패션
5632,초급,인터뷰 기술 향상,교육
5633,고급,커뮤니케이션 전략 배우기,바이오테크놀로지
5634,고급,통계학 공부,자연 보전
5635,초급,카피라이팅 기술 배우기,물리학 실험
5636,중급,가상 현실 개발 학습,컴퓨터 과학
5637,중급,비즈니스 윤리 배우기,체육
5638,초급,환경 보호 관련 지식 배우기,패션
5639,초급,글로벌 비즈니스 이해,창업
5640,중급,아마추어 극단 운영 기술,물리학 실험
5641,중급,개인 브랜딩 전략 학습,창업
5642,중급,기초 의학 학습,기상학
5643,고급,재테크 학습,지구과학
5644,초급,공연 기획 배우기,게임
5645,중급,아마추어 극단 운영 기술,산업 디자인
5646,중급,데이터베이스 설계 배우기,통신
5647,초급,대인 관계 기술 향상,역사
5648,중급,그래픽 디자인 능력 개발,스포츠
5649,초급,패션 디자인 배우기,그래픽 디자인
5650,초급,스토리텔링 능력 개발,코딩
5651,초급,명상 및 스트레스 관리 배우기,비즈니스 윤리
5652,고급,조경 디자인 학습,물리학
5653,중급,디지털 마케팅 기술 향상,방송
5654,중급,조경 디자인 학습,네트워킹
5655,고급,독서 및 분석 능력 향상,인터뷰
5656,고급,영화 비평 기술 향상,3D 프린팅
5657,중급,프리랜서 비즈니스 관리,음악
5658,고급,창의적 사고력 향상,스트레스 관리
5659,고급,성공적인 팀워크 기술 연마,로봇공학
5660,중급,시간 관리 기술 향상,화학 실험
5661,고급,도시 계획 이해,가상 현실
5662,고급,장기 목표 설정,물리학
5663,초급,장기 목표 설정,경영학
5664,중급,웹툰 제작 기술 배우기,인테리어 디자인
5665,초급,디지털 마케팅 기술 향상,직무 분석
5666,중급,인권 문제 이해,영화 제작
5667,고급,심리학 학습,교수법
5668,중급,조경 디자인 학습,해양학
5669,중급,타임 매니지먼트 배우기,시간 관리
5670,고급,재테크 학습,인터뷰
5671,고급,명상 및 스트레스 관리 배우기,직무 분석
5672,고급,웹툰 제작 기술 배우기,시간 관리
5673,중급,인공지능 알고리즘 이해하기,기계 공학
5674,중급,서핑 배우기,증강 현실
5675,초급,인터뷰 기술 향상,방송
5676,고급,영화 제작 이해,로봇공학
5677,고급,스토리텔링 능력 개발,글쓰기
5678,중급,창의적 사고력 향상,게임
5679,초급,개인 브랜딩 전략 학습,법학
5680,중급,바이올린 연주 배우기,심리학
5681,중급,프리젠테이션 능력 개발,출판
5682,중급,기타 연주 배우기,자기계발
5683,중급,그래픽 디자인 능력 개발,3D 프린팅
5684,초급,리더십 기술 향상,여행
5685,초급,비즈니스 윤리 배우기,가상 현실
5686,초급,장기 목표 설정,공공 연설
5687,고급,인권 문제 이해,식물학
5688,고급,바리스타 기술 연마,천문학
5689,초급,명상 및 스트레스 관리 배우기,물리학
5690,초급,스토리텔링 능력 개발,웰빙
5691,초급,타임 매니지먼트 배우기,건축
5692,중급,게임 디자인 이해,커리어 개발
5693,중급,도시 계획 이해,지리학
5694,고급,데이터베이스 설계 배우기,경영학
5695,고급,요리 기술 향상,경영학
5696,고급,네트워킹 기술 향상,소셜 미디어
5697,초급,환경 보호 관련 지식 배우기,기상학
5698,고급,국제 정치 분석 기술,공공 연설
5699,초급,데이터베이스 설계 배우기,브랜딩
5700,고급,글로벌 비즈니스 이해,명상
5701,초급,문학 분석 능력 개발,가상 현실
5702,중급,예술사 학습,가상 현실
5703,고급,소셜 미디어 마케팅 배우기,피트니스
5704,고급,리더십 기술 향상,음악
5705,초급,인권 문제 이해,웰빙
5706,초급,공간 예술 디자인 학습,무용
5707,초급,가상 현실 개발 학습,우주과학
5708,중급,영화 제작 이해,공학
5709,중급,네트워킹 기술 향상,항공
5710,중급,그래픽 디자인 능력 개발,정원 가꾸기
5711,고급,도시 계획 이해,소셜 미디어
5712,중급,애니메이션 제작 배우기,심리학
5713,고급,고전 문학 학습,비즈니스 윤리
5714,초급,게임 디자인 이해,경영학
5715,고급,유행 분석 배우기,인터넷
5716,초급,산업 디자인 기술 배우기,투자
5717,초급,기타 연주 배우기,정치학
5718,초급,현대 철학 이해,미디어
5719,중급,기초 의학 학습,물리학
5720,중급,유행 분석 배우기,소셜 미디어
5721,중급,환경 보호 관련 지식 배우기,동물학
5722,중급,생산성 높이는 방법 배우기,연극
5723,고급,장기 목표 설정,문화
5724,고급,인테리어 소품 디자인 배우기,패션
5725,중급,통계학 공부,프로젝트 관리
5726,중급,농업 기술 배우기,명상
5727,초급,인공지능 알고리즘 이해하기,심리학
5728,중급,농업 기술 배우기,천문학
5729,중급,영화 제작 이해,물리학 실험
5730,고급,법률 지식 향상,예술
5731,초급,아마추어 극단 운영 기술,리더십
5732,초급,요리 기술 향상,출판
5733,중급,재테크 학습,공학
5734,초급,브랜딩 전략 개발,패션
5735,고급,스키 기술 향상,명상
5736,중급,영화 비평 기술 향상,사회학
5737,중급,인테리어 소품 디자인 배우기,식물학
5738,초급,유행 분석 배우기,사회학
5739,고급,고전 문학 학습,영화
5740,중급,재무 보고서 분석,요리
5741,고급,게임 디자인 이해,컴퓨터 그래픽
5742,고급,커뮤니케이션 전략 배우기,자기계발
5743,중급,프리젠테이션 능력 개발,해양학
5744,고급,재무 보고서 분석,프로젝트 관리
5745,초급,고급 수학 학습,교육
5746,초급,해외 여행 계획 기술 향상,음악
5747,중급,애니메이션 제작 배우기,식물학
5748,고급,네트워킹 기술 향상,정원 가꾸기
5749,초급,의사소통 기술 향상,공학
5750,초급,자바스크립트 배우기,생물학
5751,초급,자동차 정비 배우기,영화
5752,초급,영화 제작 이해,철학
5753,초급,장기 목표 설정,광고
5754,고급,공연 기획 배우기,물리학
5755,고급,도시 계획 이해,음악
5756,초급,바리스타 기술 연마,출판
5757,중급,기계 공학 원리 학습,지질학
5758,고급,연극 연출 능력 키우기,경영학
5759,초급,소셜 미디어 마케팅 배우기,인공지능
5760,고급,재테크 학습,리더십
5761,고급,생물학 원리 이해,재무 관리
5762,중급,리더십 기술 향상,교수법
5763,중급,사회적 미디어 전략 개발,생물학
5764,고급,그래픽 디자인 능력 개발,글쓰기
5765,초급,비즈니스 윤리 배우기,인공지능
5766,중급,법률 지식 향상,패션
5767,고급,글로벌 비즈니스 이해,웰빙
5768,초급,글로벌 비즈니스 이해,명상
5769,중급,서핑 배우기,문화
5770,고급,문학 분석 능력 개발,가상 현실
5771,고급,명상 및 스트레스 관리 배우기,생물학
5772,고급,아마추어 극단 운영 기술,3D 프린팅
5773,초급,인테리어 소품 디자인 배우기,팀 관리
5774,고급,커뮤니케이션 전략 배우기,바이오테크놀로지
5775,고급,기업가 정신 배우기,미디어
5776,중급,생산성 높이는 방법 배우기,로봇공학
5777,중급,재무 보고서 분석,인터뷰
5778,초급,연극 연출 능력 키우기,철학
5779,초급,스키 기술 향상,컴퓨터 그래픽
5780,고급,산업 디자인 기술 배우기,비즈니스 윤리
5781,초급,타임 매니지먼트 배우기,언어
5782,초급,해외 여행 계획 기술 향상,시간 관리
5783,초급,영화 제작 이해,문화
5784,초급,고급 수학 학습,스포츠
5785,초급,블록체인 기술 학습,디지털 마케팅
5786,중급,프로그래밍 능력 향상,사진
5787,중급,통계학 공부,교수법
5788,중급,개인 브랜딩 전략 학습,증강 현실
5789,초급,감정 조절 기술 배우기,시간 관리
5790,고급,독서 및 분석 능력 향상,네트워킹
5791,초급,디지털 마케팅 기술 향상,비즈니스 윤리
5792,중급,개인 브랜딩 전략 학습,기상학
5793,중급,외국어 배우기,디지털 마케팅
5794,고급,스키 기술 향상,광고
5795,고급,기초 의학 학습,지질학
5796,초급,문학 분석 능력 개발,창업
5797,중급,서비스 디자인 학습,글쓰기
5798,초급,고급 수학 학습,인터뷰
5799,초급,현대 철학 이해,요리
5800,고급,연극 연출 능력 키우기,패션
5801,고급,기계 공학 원리 학습,물리학
5802,초급,고전 문학 학습,팀 관리
5803,고급,패션 디자인 배우기,문화
5804,초급,공간 예술 디자인 학습,투자
5805,고급,연구 논문 작성 기술 연마,기술 혁신
5806,초급,공공 연설 능력 개발,산업 디자인
5807,초급,리더십 기술 향상,게임
5808,고급,블록체인 기술 학습,디지털 마케팅
5809,중급,재무 보고서 분석,해양학
5810,초급,공공 연설 능력 개발,3D 프린팅
5811,초급,비즈니스 모델 개발,애니메이션
5812,중급,블록체인 기술 학습,철학
5813,중급,산업 디자인 기술 배우기,영화 제작
5814,초급,통계학 공부,동물학
5815,고급,자바스크립트 배우기,미디어
5816,중급,서비스 디자인 학습,스트레스 관리
5817,고급,디지털 마케팅 기술 향상,증강 현실
5818,중급,인권 문제 이해,예술
5819,초급,고급 수학 학습,항공
5820,중급,도시 계획 이해,광고
5821,초급,공간 예술 디자인 학습,스트레스 관리
5822,고급,고전 문학 학습,기상학
5823,고급,농업 기술 배우기,인테리어 디자인
5824,초급,자동차 정비 배우기,도시 계획
5825,초급,데이터베이스 설계 배우기,문학
5826,고급,유행 분석 배우기,팀 관리
5827,초급,아마추어 극단 운영 기술,철학
5828,고급,커뮤니케이션 전략 배우기,지리학
5829,초급,사진 촬영 기술 향상,코딩
5830,고급,아마추어 극단 운영 기술,가상 현실
5831,고급,카피라이팅 기술 배우기,정원 가꾸기
5832,초급,대인 관계 기술 향상,자기계발
5833,고급,사진 촬영 기술 향상,교육
5834,초급,네트워킹 기술 향상,인터넷
5835,중급,패션 디자인 배우기,비즈니스 윤리
5836,초급,재테크 학습,지리학
5837,중급,문서 작성 기술 배우기,사진
5838,고급,그래픽 디자인 능력 개발,건강 관리
5839,초급,해외 여행 계획 기술 향상,인터넷
5840,고급,블록체인 기술 학습,심리학
5841,중급,카피라이팅 기술 배우기,교수법
5842,초급,웹툰 제작 기술 배우기,해양학
5843,고급,기초 의학 학습,역사
5844,고급,카메라 촬영 기술 배우기,인공지능
5845,초급,농업 기술 배우기,사회학
5846,중급,사회적 미디어 전략 개발,자연 보전
5847,초급,그래픽 디자인 능력 개발,언어
5848,초급,비즈니스 모델 개발,건강 관리
5849,중급,사진 촬영 기술 향상,비즈니스 윤리
5850,초급,외국어 배우기,지리학
5851,중급,카피라이팅 기술 배우기,직업 훈련
5852,고급,공간 예술 디자인 학습,심리학
5853,초급,게임 디자인 이해,경영학
5854,중급,영화 비평 기술 향상,문학
5855,고급,프리랜서 비즈니스 관리,커리어 개발
5856,중급,예술사 학습,3D 프린팅
5857,초급,프리랜서 비즈니스 관리,피트니스
5858,중급,국제 협상 기술 배우기,문화
5859,중급,인테리어 소품 디자인 배우기,지구과학
5860,중급,외국어 배우기,기계 공학
5861,고급,제품 개발 프로세스 이해,창업
5862,고급,서비스 디자인 학습,공학
5863,중급,네트워킹 기술 향상,해양학
5864,고급,청중 분석 능력 개발,글쓰기
5865,중급,네트워킹 기술 향상,재무 관리
5866,중급,데이터베이스 설계 배우기,건강 관리
5867,고급,공연 기획 배우기,역사
5868,고급,문제 해결 능력 개발,사회학
5869,중급,조경 디자인 학습,사진
5870,초급,게임 디자인 이해,인터뷰
5871,중급,발표 스킬 향상,명상
5872,중급,요리 기술 향상,정원 가꾸기
5873,초급,공간 예술 디자인 학습,출판
5874,초급,게임 디자인 이해,교육
5875,초급,독서 및 분석 능력 향상,스포츠
5876,초급,성공적인 팀워크 기술 연마,정치학
5877,중급,영어 작문 기술 향상,농업
5878,초급,자바스크립트 배우기,로봇공학
5879,초급,카메라 촬영 기술 배우기,경제학
5880,초급,농업 기술 배우기,교수법
5881,초급,데이터베이스 설계 배우기,무용
5882,고급,디지털 마케팅 기술 향상,화학 실험
5883,중급,협상 기술 배우기,바다 생물학
5884,고급,영어 작문 기술 향상,지리학
5885,초급,서핑 배우기,지질학
5886,중급,타임 매니지먼트 배우기,광고
5887,초급,기계 공학 원리 학습,방송
5888,중급,고전 문학 학습,물리학
5889,고급,외국어 배우기,증강 현실
5890,중급,리더십 기술 향상,사진
5891,중급,생산성 높이는 방법 배우기,무용
5892,고급,요리 기술 향상,컴퓨터 과학
5893,초급,카메라 촬영 기술 배우기,교육
5894,고급,감정 조절 기술 배우기,지리학
5895,중급,애니메이션 제작 배우기,패션
5896,고급,인터뷰 기술 향상,언어
5897,고급,협상 기술 배우기,리더십
5898,중급,고급 수학 학습,광고
5899,고급,법률 지식 향상,환경 보호
5900,고급,음악 이론 배우기,음악
5901,고급,영화 제작 이해,물리학 실험
5902,초급,외국어 배우기,3D 프린팅
5903,초급,고급 수학 학습,출판
5904,중급,제품 개발 프로세스 이해,영화
5905,초급,예술사 학습,식물학
5906,중급,문서 작성 기술 배우기,직업 훈련
5907,중급,서핑 배우기,웰빙
5908,초급,감정 조절 기술 배우기,교육
5909,고급,청중 분석 능력 개발,광고
5910,고급,제품 개발 프로세스 이해,네트워킹
5911,초급,통계학 공부,화학 실험
5912,초급,산업 디자인 기술 배우기,미술사
5913,고급,블록체인 기술 학습,우주과학
5914,고급,웹툰 제작 기술 배우기,네트워킹
5915,중급,공연 기획 배우기,프로젝트 관리
5916,중급,독서 및 분석 능력 향상,심리학
5917,중급,기타 연주 배우기,기상학
5918,고급,기업가 정신 배우기,직업 훈련
5919,초급,가상 현실 개발 학습,웰빙
5920,고급,스키 기술 향상,체육
5921,초급,발표 스킬 향상,로봇공학
5922,고급,글로벌 비즈니스 이해,식물학
5923,고급,국제 협상 기술 배우기,문화
5924,초급,서비스 디자인 학습,로봇공학
5925,고급,고전 문학 학습,건강 관리
5926,중급,시간 관리 기술 향상,인터넷
5927,중급,대인 관계 기술 향상,심리학
5928,고급,인터뷰 기술 향상,인권
5929,중급,프리젠테이션 능력 개발,디지털 마케팅
5930,초급,그래픽 디자인 능력 개발,지구과학
5931,고급,인터뷰 기술 향상,공공 연설
5932,고급,유튜브 영상 편집 배우기,무용
5933,중급,리더십 기술 향상,인공지능
5934,고급,카피라이팅 기술 배우기,법학
5935,중급,기계 공학 원리 학습,공공 연설
5936,초급,통계학 공부,철학
5937,고급,영어 작문 기술 향상,화학
5938,초급,연구 논문 작성 기술 연마,언어
5939,초급,현대 철학 이해,무용
5940,초급,리더십 기술 향상,동물학
5941,중급,영어 작문 기술 향상,팀 관리
5942,초급,네트워킹 기술 향상,무용
5943,초급,환경 보호 관련 지식 배우기,기후 변화
5944,초급,인테리어 소품 디자인 배우기,미디어
5945,고급,비즈니스 네트워킹 스킬 향상,동물학
5946,고급,음악 이론 배우기,교육
5947,고급,인권 문제 이해,네트워킹
5948,중급,청중 분석 능력 개발,네트워킹
5949,중급,서비스 디자인 학습,브랜딩
5950,초급,기타 연주 배우기,체육
5951,중급,카메라 촬영 기술 배우기,영화 제작
5952,고급,디지털 마케팅 기술 향상,철학
5953,중급,문제 해결 능력 개발,애니메이션
5954,중급,통계학 공부,애니메이션
5955,초급,자동차 정비 배우기,시간 관리
5956,중급,공공 연설 능력 개발,미디어
5957,고급,농업 기술 배우기,인공지능
5958,중급,시간 관리 기술 향상,스포츠
5959,초급,비즈니스 윤리 배우기,해양학
5960,중급,장기 목표 설정,지구과학
5961,중급,청중 분석 능력 개발,기계 공학
5962,중급,문제 해결 능력 개발,식물학
5963,초급,공연 기획 배우기,미디어
5964,중급,인권 문제 이해,애니메이션
5965,중급,조경 디자인 학습,무용
5966,고급,산업 디자인 기술 배우기,자기계발
5967,중급,타임 매니지먼트 배우기,무용
